event_id,event_type,sub_event_type,venue_city,venue_capacity,event_date,season,ticket_price,avg_past_attendance,weather,death_count,actual_attend
45605,Fashion Show,Women,Mumbai,28816,2022-10-20,Summer,2138.0,12853.0,Sunny,0,9270.0
2857,Sports,Badminton,Hyderabad,20658,2024-09-23,Summer,2567.0,9156.0,Windy,2,7359.0
10086,Sports,Rock,Hyderabad,54142,2023-07-13,Rainy,3532.0,37622.0,Windy,1,34119.0
5537,Sports,Tennis,Hyderabad,40859,2024-01-09,Summer,1498.0,16293.0,Sunny,4,16244.0
22567,Political,Rally,Bengaluru,45397,2024-05-04,Rainy,3131.0,42333.0,Cloudy,0,41401.0
48992,Fashion Show,WebSeries,Hyderabad,17566,2023-12-30,Summer,3095.0,14312.0,Windy,1,15287.0
4078,Sports,Cricket,Hyderabad,46609,2022-10-15,Rainy,2388.0,36034.0,Rainy,2,27562.0
18428,Prerelease,WebSeries,Vijayawada,41951,2024-12-25,Winter,2811.0,30172.0,Sunny,1,24026.0
5982,Sports,Cricket,Bengaluru,26061,2024-10-08,Winter,1894.0,9263.0,Rainy,1,7446.0
49353,Fashion Show,Women,Bengaluru,31505,2022-12-03,Summer,2183.0,26774.0,Stormy,0,23794.0
42777,Concert,Classical,,23821,2023-10-15,Winter,4339.0,19834.0,Sunny,1,20573.0
9036,Sports,Football,Mumbai,26198,2023-06-21,Rainy,3043.0,17540.0,Sunny,1,16887.0
25673,Political,Debate,Delhi,16344,2024-02-20,Rainy,3376.0,9442.0,Sunny,0,8684.0
31409,Political,Rally,Hyderabad,25706,2024-12-12,Summer,1993.0,15303.0,Cloudy,3,14251.0
48742,Fashion Show,Women,Chennai,16246,2022-12-28,Rainy,936.0,14096.0,Rainy,3,12510.0
11273,Sports,Tennis,Mumbai,37602,2023-08-12,Summer,2476.0,24155.0,Sunny,0,20396.0
29009,Political,Rally,Chennai,45345,2024-06-02,Summer,2925.0,15533.0,Rainy,2,15800.0
42131,Concert,Rock,Hyderabad,36736,2023-04-28,Rainy,4492.0,14529.0,Sunny,1,9938.0
480,Sports,Cricket,Chennai,24657,2024-06-16,Rainy,1922.0,15248.0,Cloudy,1,16925.0
16215,Prerelease,WebSeries,,44465,2024-02-17,Summer,2818.0,38349.0,Sunny,1,34341.0
36553,Traditional Events,Dussehra,Vijayawada,34362,2024-10-23,Summer,947.0,25341.0,Windy,2,24879.0
31843,Traditional Events,Vinayaka Chavithi,Bengaluru,54486,2023-11-03,Summer,3302.0,21116.0,Windy,3,17079.0
30188,Political,Debate,Mumbai,16894,2024-01-15,Rainy,3580.0,8155.0,Rainy,1,7436.0
267,Sports,Badminton,Chennai,15348,2024-08-03,Rainy,2923.0,5818.0,Cloudy,3,4058.0
46780,Fashion Show,Men,Mumbai,31745,2024-10-27,Rainy,1797.0,,Cloudy,2,27854.0
28668,Political,Rally,Hyderabad,16365,2024-10-13,Winter,2042.0,5508.0,Cloudy,4,4524.0
1091,Sports,Tennis,Mumbai,36406,2022-05-03,Rainy,1763.0,27733.0,Cloudy,0,27900.0
44558,Concert,Rock,Chennai,16439,2022-08-14,Winter,2739.0,14327.0,Cloudy,0,10653.0
42740,Concert,WebSeries,Mumbai,61372,2022-07-23,Summer,2342.0,29635.0,Rainy,2,27120.0
39526,Concert,Classical,Hyderabad,12552,2022-01-04,Autumn,3237.0,6592.0,Sunny,1,
18343,Prerelease,Movie,Vijayawada,25650,2024-05-18,Autumn,2012.0,17538.0,Sunny,1,16977.0
42077,Concert,Classical,Mumbai,31250,2023-09-22,Winter,3447.0,21021.0,Sunny,0,21128.0
30579,Political,Debate,Bengaluru,41662,2024-06-08,Rainy,1919.0,15498.0,Sunny,0,15618.0
3194,Sports,Tennis,Delhi,34561,2022-05-28,Autumn,3749.0,30322.0,Cloudy,0,32416.0
35964,Traditional Events,Dussehra,Chennai,49793,2024-11-05,Summer,1615.0,,Windy,0,49724.0
30911,Political,Debate,Mumbai,34196,2022-06-09,Winter,3070.0,17952.0,Sunny,2,
47878,Fashion Show,Women,,28763,2022-08-05,Winter,2216.0,21898.0,Sunny,0,23693.0
2338,Sports,Cricket,Delhi,31092,2024-12-16,Summer,2668.0,18123.0,Sunny,3,14206.0
1198,Sports,Football,Mumbai,42207,2024-03-07,Summer,1862.0,19918.0,Rainy,4,19758.0
46676,Fashion Show,Women,Delhi,33411,2022-08-08,Winter,4595.0,28829.0,Sunny,1,29995.0
7779,Sports,Badminton,Mumbai,39771,2022-05-30,Summer,2857.0,18658.0,Rainy,3,19560.0
9872,Sports,Badminton,Delhi,19640,2022-01-01,Summer,2732.0,12602.0,Windy,3,13099.0
29596,Political,Debate,,25435,2024-09-29,Rainy,4373.0,10633.0,Sunny,3,7217.0
30123,Political,Debate,Mumbai,21998,2022-05-28,Winter,2836.0,12408.0,Cloudy,2,11973.0
5135,Sports,Tennis,Chennai,25014,2023-12-29,Winter,2420.0,,Cloudy,3,15790.0
14116,Prerelease,WebSeries,,46692,2024-08-25,Winter,3193.0,15931.0,Cloudy,1,14803.0
39950,Concert,Rock,Delhi,47788,2023-11-20,Rainy,3121.0,20852.0,Rainy,2,20379.0
20650,Prerelease,Rock,Mumbai,42274,2024-01-29,Rainy,2951.0,38541.0,Cloudy,1,35192.0
3008,Sports,Football,Hyderabad,30485,2024-09-13,Autumn,2840.0,11287.0,Rainy,1,12525.0
38421,Traditional Events,Vinayaka Chavithi,Delhi,26068,2024-11-12,Summer,1990.0,19079.0,Windy,1,17900.0
9569,Sports,Cricket,Bengaluru,29082,2022-10-03,Winter,2115.0,21005.0,Sunny,5,18244.0
10030,Sports,Basketball,Hyderabad,42570,2023-12-31,Winter,1998.0,17078.0,Sunny,1,12957.0
28826,Political,Rally,Mumbai,39140,2023-07-13,Autumn,2549.0,34023.0,Rainy,5,37955.0
16982,Prerelease,WebSeries,Hyderabad,40438,2023-09-10,Summer,,24824.0,Cloudy,1,21925.0
21023,Prerelease,WebSeries,Delhi,14794,2022-05-11,Summer,1641.0,8085.0,Sunny,1,6197.0
30551,Political,Rally,,41211,2024-11-01,Winter,1528.0,33018.0,Sunny,0,28203.0
8935,Sports,Basketball,Hyderabad,38012,2023-02-26,Autumn,1540.0,29573.0,Sunny,2,28524.0
42575,Concert,Classical,Delhi,42166,2024-10-25,Summer,,13284.0,Cloudy,0,11034.0
24317,Political,Rally,Vijayawada,60576,2023-02-03,Summer,3916.0,19729.0,Cloudy,1,17712.0
24842,Political,Rally,Bengaluru,42621,2024-12-18,Winter,2579.0,20131.0,Cloudy,2,16469.0
10569,Sports,Basketball,,57595,2022-05-10,Rainy,1829.0,18778.0,Rainy,1,
26339,Political,Rally,Chennai,28820,2023-08-03,Rainy,2229.0,17068.0,Rainy,0,18572.0
46413,Fashion Show,Men,Delhi,19357,2022-04-25,Winter,2132.0,11289.0,Sunny,1,11547.0
40091,Concert,Classical,Hyderabad,8123,2023-07-29,Summer,4833.0,7024.0,Cloudy,2,5703.0
5511,Sports,Basketball,Bengaluru,45969,2022-04-23,Summer,2488.0,30012.0,Sunny,1,30366.0
34870,Traditional Events,Debate,Mumbai,22426,2024-11-09,Winter,3910.0,14941.0,Sunny,0,11211.0
6340,Sports,Badminton,Mumbai,47528,2024-05-15,Summer,1323.0,21463.0,Cloudy,1,22521.0
43446,Concert,Classical,Mumbai,38249,2023-08-06,Rainy,1947.0,25356.0,Sunny,0,24869.0
48299,Fashion Show,Women,Delhi,32681,2024-11-10,Rainy,3718.0,,Sunny,2,14644.0
48104,Fashion Show,Men,Hyderabad,35250,2022-10-08,Winter,4439.0,18079.0,Sunny,2,17282.0
24647,Political,Debate,Mumbai,18939,2023-07-30,Winter,1044.0,12929.0,Stormy,0,12732.0
6247,Sports,Badminton,Hyderabad,27687,2024-07-29,Rainy,2798.0,17131.0,Rainy,6,16262.0
36773,Traditional Events,Dussehra,Hyderabad,41002,2024-04-24,Winter,2687.0,34896.0,Sunny,2,37362.0
2221,Sports,Football,Hyderabad,9898,2023-11-23,Rainy,2523.0,3626.0,Sunny,3,2764.0
34105,Traditional Events,Movie,Chennai,30207,2022-06-27,Summer,3115.0,26592.0,Sunny,5,28939.0
33606,Traditional Events,Vinayaka Chavithi,Mumbai,56215,2022-08-28,Autumn,4088.0,28787.0,Cloudy,1,21182.0
3931,Sports,Cricket,Vijayawada,39819,2023-10-02,Rainy,1983.0,12787.0,Rainy,1,12332.0
22653,Political,Debate,,15034,2024-04-27,Rainy,1215.0,5187.0,Sunny,5,
27360,Political,Debate,Mumbai,46574,2023-06-14,Summer,2275.0,17743.0,Cloudy,2,17447.0
7031,Sports,Cricket,Hyderabad,21620,2022-07-31,Summer,2960.0,10912.0,Sunny,4,8382.0
49137,Fashion Show,Men,Hyderabad,15591,2022-04-06,Winter,1650.0,5037.0,Sunny,1,3591.0
775,Sports,Badminton,Chennai,5921,2022-05-02,Winter,3678.0,5019.0,Rainy,4,3739.0
574,Sports,Football,Hyderabad,27937,2022-08-21,Summer,3032.0,21278.0,Rainy,3,
44346,Concert,Classical,Bengaluru,22352,2023-07-04,Autumn,1402.0,10537.0,Windy,0,9151.0
44089,Concert,Men,,24329,2023-03-10,Rainy,3601.0,7416.0,Cloudy,6,4702.0
1466,Sports,Tennis,Hyderabad,26565,2022-12-29,Winter,2355.0,10968.0,Sunny,0,9582.0
6168,Sports,Basketball,Bengaluru,31531,2022-01-05,Rainy,2357.0,17653.0,Rainy,5,16042.0
3368,Sports,Football,,34765,2022-08-25,Winter,2308.0,,Sunny,5,13621.0
15308,Prerelease,WebSeries,,23923,2023-05-15,Summer,1906.0,13914.0,Sunny,2,12856.0
3439,Sports,Cricket,Mumbai,21960,2022-11-10,Rainy,1649.0,6809.0,Rainy,0,5219.0
7493,Sports,Basketball,Vijayawada,46458,2024-03-09,Summer,1546.0,33897.0,Cloudy,1,26039.0
24433,Political,Debate,Chennai,14784,2023-11-06,Winter,3425.0,8439.0,Cloudy,0,5541.0
40726,Concert,Rock,Hyderabad,9594,2022-03-12,Rainy,1775.0,8138.0,Cloudy,1,7679.0
36955,Traditional Events,Debate,Vijayawada,15748,2023-03-22,Summer,3060.0,14405.0,Sunny,1,10768.0
23147,Political,Debate,Delhi,20284,2022-04-30,Summer,4282.0,9967.0,Cloudy,2,9903.0
10222,Sports,Badminton,Vijayawada,50269,2023-04-01,Rainy,2035.0,21351.0,Stormy,0,20124.0
27790,Political,Rally,Hyderabad,47464,2023-09-02,Summer,2432.0,32567.0,Cloudy,4,24470.0
38749,Traditional Events,Dussehra,Mumbai,27119,2024-11-29,Rainy,2754.0,18145.0,Cloudy,0,18037.0
38674,Traditional Events,Vinayaka Chavithi,Mumbai,23119,2022-07-21,Summer,870.0,20299.0,Sunny,2,19657.0
48915,Fashion Show,Women,Hyderabad,52430,2024-01-26,Summer,,21529.0,Sunny,3,17589.0
19086,Prerelease,WebSeries,Delhi,28621,2022-08-26,Rainy,3146.0,24785.0,Sunny,4,23585.0
43689,Concert,Classical,Hyderabad,51261,2023-10-13,Summer,2481.0,39131.0,Cloudy,3,41058.0
9772,Sports,Cricket,,22101,2023-05-27,Summer,2127.0,14778.0,Sunny,0,11556.0
34738,Traditional Events,Dussehra,Delhi,24964,2023-11-21,Summer,3411.0,8171.0,Sunny,2,6573.0
30391,Political,Debate,Chennai,15552,2022-09-25,Winter,1968.0,7619.0,Cloudy,0,5401.0
6798,Sports,Football,Delhi,9716,2023-08-29,Rainy,1138.0,5857.0,Sunny,0,5078.0
37271,Traditional Events,Vinayaka Chavithi,Delhi,45054,2023-08-05,Summer,1242.0,41347.0,Sunny,1,32446.0
27435,Political,Rally,Mumbai,10687,2022-02-24,Autumn,1559.0,8118.0,Rainy,3,6757.0
13401,Prerelease,WebSeries,Vijayawada,45894,2022-09-26,Summer,1525.0,31844.0,Sunny,0,30861.0
884,Sports,Football,Mumbai,9595,2022-02-26,Summer,3086.0,3261.0,Sunny,1,1855.0
7304,Sports,Football,,42551,2024-08-27,Summer,1518.0,35201.0,Sunny,4,
45125,Fashion Show,Men,Hyderabad,28937,2023-05-11,Summer,3771.0,19054.0,Rainy,3,19858.0
875,Sports,Badminton,Chennai,15299,2022-04-06,Winter,1821.0,10770.0,Sunny,0,9308.0
45944,Fashion Show,Women,Bengaluru,37929,2024-05-07,Winter,1868.0,17385.0,Sunny,3,14082.0
11459,Sports,Football,Hyderabad,23569,2024-04-22,Rainy,1570.0,21181.0,Cloudy,1,20290.0
23878,Political,Rally,Hyderabad,17556,2022-01-04,Rainy,4369.0,10940.0,Cloudy,0,8273.0
12,Sports,Football,Hyderabad,20501,2023-03-10,Winter,4359.0,8899.0,Sunny,3,7059.0
27814,Political,Rally,Delhi,32947,2023-11-06,Winter,2340.0,27393.0,Cloudy,3,28921.0
10714,Sports,Football,Mumbai,28117,2024-11-17,Winter,1956.0,25868.0,Windy,0,28117.0
46015,Fashion Show,Men,Delhi,37883,2024-11-12,Summer,2364.0,34501.0,Sunny,0,29651.0
3646,Sports,Badminton,Delhi,40319,2022-03-11,Rainy,4218.0,13159.0,Sunny,3,14110.0
10449,Sports,Tennis,Hyderabad,18002,2023-07-11,Summer,4629.0,7419.0,Rainy,0,6113.0
41969,Concert,Rock,Chennai,32781,2023-04-12,Summer,1409.0,27641.0,Rainy,1,31351.0
3814,Sports,Cricket,Hyderabad,34514,2024-08-16,Rainy,855.0,21356.0,Sunny,1,23134.0
4524,Sports,Tennis,Hyderabad,35731,2024-03-06,Summer,2619.0,15585.0,Sunny,1,15672.0
7232,Sports,Cricket,Bengaluru,34521,2024-07-05,Autumn,2791.0,25966.0,Rainy,2,26881.0
39424,Concert,Rock,Bengaluru,23224,2024-03-21,Winter,2212.0,8557.0,Rainy,2,8900.0
46648,Fashion Show,Women,Bengaluru,28547,2022-08-03,Summer,1620.0,24743.0,Sunny,0,24365.0
12548,Prerelease,WebSeries,,25969,2023-11-29,Winter,911.0,24433.0,Sunny,0,25969.0
10918,Sports,Football,Mumbai,43653,2024-04-21,Autumn,3438.0,16161.0,Cloudy,1,15262.0
16905,Prerelease,Tennis,Delhi,37878,2022-12-04,Autumn,3307.0,33400.0,Sunny,0,
39864,Concert,Rock,Mumbai,44990,2024-08-19,Winter,3461.0,14409.0,Rainy,3,12519.0
24729,Political,Rally,Chennai,32625,2024-01-26,Autumn,2779.0,26713.0,Sunny,3,24452.0
12696,Prerelease,Movie,Hyderabad,56043,2022-11-24,Summer,,22907.0,Sunny,3,17925.0
36115,Traditional Events,Vinayaka Chavithi,Vijayawada,39833,2023-07-01,Rainy,2857.0,23174.0,Sunny,5,18007.0
29695,Political,Rally,Hyderabad,37846,2023-11-20,Winter,4239.0,24713.0,Stormy,3,19325.0
7529,Sports,Tennis,Chennai,15195,2023-10-31,Autumn,1164.0,9671.0,Rainy,1,8808.0
28809,Political,Rally,Delhi,45557,2024-02-03,Winter,,33549.0,Rainy,2,29098.0
4757,Sports,Basketball,Mumbai,19992,2023-01-17,Winter,2796.0,6416.0,Sunny,2,5592.0
30433,Political,Debate,Delhi,38203,2023-05-15,Rainy,2827.0,22968.0,Sunny,3,24775.0
1109,Sports,Football,Bengaluru,43309,2022-12-26,Summer,2335.0,14529.0,Cloudy,1,11493.0
11091,Sports,Basketball,Hyderabad,26769,2024-07-03,Autumn,1174.0,11937.0,Windy,1,10259.0
42877,Concert,Rock,Delhi,23287,2024-01-21,Autumn,1800.0,12326.0,Sunny,0,10446.0
28137,Political,Rally,Vijayawada,38707,2023-04-12,Summer,580.0,25970.0,Cloudy,1,21827.0
19861,Prerelease,Movie,Chennai,23234,2024-11-20,Summer,2134.0,15806.0,Rainy,1,13402.0
8055,Sports,Tennis,Bengaluru,33700,2022-01-23,Summer,1156.0,26770.0,Sunny,0,29698.0
5887,Sports,Basketball,,50100,2024-01-05,Rainy,1965.0,16883.0,Cloudy,1,12197.0
44552,Concert,Rock,Hyderabad,29277,2022-06-09,Summer,1380.0,13383.0,Cloudy,1,12541.0
3543,Sports,Football,Hyderabad,31613,2022-07-26,Rainy,3839.0,19476.0,Rainy,0,16635.0
8360,Sports,Tennis,Mumbai,51001,2024-08-29,Winter,2931.0,37598.0,Sunny,2,33899.0
15075,Prerelease,WebSeries,Hyderabad,31717,2022-12-17,Winter,4519.0,17605.0,Sunny,2,15703.0
40590,Concert,Classical,Bengaluru,19276,2024-01-18,Rainy,2057.0,6512.0,Cloudy,1,4906.0
19529,Prerelease,Movie,Delhi,21683,2022-07-02,Winter,3286.0,10073.0,Sunny,8,6788.0
2334,Sports,Football,Delhi,29040,2024-02-12,Winter,2694.0,17664.0,Sunny,0,15127.0
37769,Traditional Events,Vinayaka Chavithi,Delhi,23057,2023-08-25,Summer,1829.0,10693.0,Windy,0,10720.0
37792,Traditional Events,Vinayaka Chavithi,Chennai,56370,2024-09-17,Winter,3873.0,24308.0,Sunny,6,20075.0
22895,Political,Rally,Delhi,49442,2024-05-06,Summer,1983.0,,Rainy,0,17460.0
11791,Sports,Tennis,,49532,2022-12-28,Autumn,1616.0,35251.0,Sunny,0,32893.0
43629,Concert,Rock,Mumbai,34076,2023-12-10,Autumn,2718.0,26294.0,Rainy,5,28921.0
47119,Fashion Show,Women,Mumbai,41939,2022-05-10,Summer,901.0,13029.0,Sunny,1,12652.0
17704,Prerelease,Movie,Hyderabad,47931,2022-04-13,Summer,2066.0,27245.0,Sunny,0,26611.0
14475,Prerelease,Movie,,15601,2024-06-18,Summer,974.0,14594.0,Rainy,0,13211.0
22428,Prerelease,WebSeries,Chennai,22482,2024-09-23,Autumn,2766.0,9718.0,Cloudy,4,8971.0
28884,Political,Debate,Delhi,24835,2022-10-10,Rainy,3936.0,15765.0,Sunny,2,16035.0
5786,Sports,Badminton,Mumbai,41116,2022-11-10,Winter,3635.0,17474.0,Sunny,1,11548.0
27396,Political,Rally,Hyderabad,22266,2022-08-02,Winter,2377.0,9670.0,Rainy,2,9429.0
5884,Sports,Basketball,,8462,2024-08-30,Summer,1652.0,7873.0,Sunny,0,7117.0
37912,Traditional Events,Dussehra,Delhi,24325,2022-06-18,Summer,2483.0,19944.0,Rainy,0,15334.0
7003,Sports,Badminton,Hyderabad,18129,2022-03-31,Autumn,1577.0,15608.0,Sunny,1,16093.0
8802,Sports,Tennis,Bengaluru,55091,2024-05-11,Rainy,3323.0,34362.0,Stormy,0,30337.0
39804,Concert,Classical,Bengaluru,25672,2022-01-18,Winter,4507.0,18324.0,Cloudy,0,19071.0
46758,Fashion Show,Men,Bengaluru,37551,2023-05-12,Winter,3178.0,29700.0,Windy,0,27814.0
34685,Traditional Events,Dussehra,,36061,2023-12-18,Summer,3121.0,,Rainy,3,22585.0
17118,Prerelease,Movie,Delhi,41875,2022-11-13,Winter,2828.0,29229.0,Cloudy,2,28334.0
31533,Traditional Events,Vinayaka Chavithi,Bengaluru,45475,2023-09-25,Rainy,2445.0,14084.0,Sunny,2,14487.0
269,Sports,Tennis,Chennai,37483,2023-02-10,Summer,2148.0,21095.0,Sunny,4,16095.0
3143,Sports,Basketball,Bengaluru,55943,2022-03-02,Summer,2766.0,29924.0,Rainy,2,26720.0
4801,Sports,Badminton,Vijayawada,54462,2023-04-21,Summer,3811.0,32967.0,Sunny,3,30959.0
35869,Traditional Events,Dussehra,,39311,2022-05-16,Winter,1244.0,14092.0,Windy,1,15738.0
7423,Sports,Cricket,Vijayawada,35982,2022-06-30,Winter,3237.0,29803.0,Rainy,1,32816.0
21414,Prerelease,Debate,Chennai,35093,2024-04-16,Winter,1915.0,27924.0,Sunny,4,22827.0
4397,Sports,Badminton,Hyderabad,13312,2024-11-05,Rainy,1637.0,5284.0,Windy,1,4758.0
2157,Sports,Cricket,Hyderabad,7014,2024-03-30,Rainy,1931.0,3670.0,Cloudy,0,2075.0
28373,Political,Debate,Hyderabad,25312,2023-02-19,Rainy,1680.0,22367.0,Cloudy,3,18452.0
32051,Traditional Events,Dussehra,Hyderabad,48712,2024-07-15,Winter,2251.0,23969.0,Sunny,1,
1442,Sports,Vinayaka Chavithi,Mumbai,33933,2023-09-20,Rainy,2474.0,30107.0,Sunny,3,24675.0
25016,Political,Debate,Chennai,36988,2022-09-24,Winter,1793.0,18414.0,Cloudy,0,14233.0
25073,Political,Rally,Vijayawada,18951,2024-07-24,Summer,3189.0,8379.0,Windy,3,5650.0
27122,Political,Rally,,12173,2023-01-30,Rainy,,11373.0,Sunny,4,8814.0
49883,Fashion Show,Men,Mumbai,40686,2022-02-28,Autumn,1553.0,26106.0,Windy,1,
19547,Prerelease,Movie,Hyderabad,50895,2022-07-27,Rainy,4012.0,42138.0,Sunny,2,38924.0
35894,Traditional Events,Vinayaka Chavithi,Hyderabad,51334,2023-10-11,Summer,1646.0,21096.0,Cloudy,0,21287.0
13906,Prerelease,WebSeries,Mumbai,41092,2022-08-25,Rainy,3158.0,20439.0,Cloudy,0,14954.0
32948,Traditional Events,Dussehra,Bengaluru,17819,2024-07-11,Summer,2089.0,5695.0,Cloudy,0,5468.0
15559,Prerelease,Badminton,Delhi,20451,2022-07-18,Winter,2898.0,18780.0,Rainy,0,16025.0
6528,Sports,Badminton,Mumbai,16834,2023-08-27,Summer,3295.0,,Windy,0,12028.0
49723,Fashion Show,Men,Bengaluru,18286,2024-05-30,Winter,2885.0,12655.0,Windy,0,12167.0
17488,Prerelease,Movie,Delhi,26578,2024-12-23,Summer,1887.0,14318.0,Rainy,0,10799.0
37635,Traditional Events,Vinayaka Chavithi,Bengaluru,44176,2022-02-14,Summer,3817.0,33455.0,Sunny,0,26709.0
16967,Prerelease,WebSeries,Delhi,36888,2024-04-03,Winter,2708.0,23006.0,Rainy,1,25634.0
12859,Prerelease,Movie,Chennai,33432,2022-04-28,Rainy,1837.0,28569.0,Windy,2,21556.0
48445,Fashion Show,Men,Hyderabad,58141,2023-12-16,Winter,1813.0,44180.0,Sunny,1,37568.0
11147,Sports,Tennis,Chennai,37933,2022-09-13,Summer,,16414.0,Sunny,0,16540.0
24051,Political,Rally,Mumbai,22052,2022-10-15,Rainy,1740.0,7938.0,Sunny,2,8853.0
1497,Sports,Basketball,Delhi,28213,2022-10-08,Winter,2823.0,22222.0,Sunny,1,21495.0
734,Sports,Football,Mumbai,35660,2022-10-07,Summer,4015.0,26564.0,Sunny,2,28866.0
44489,Concert,Rock,Hyderabad,31287,2024-10-09,Winter,3445.0,14022.0,Sunny,0,15337.0
11904,Sports,Movie,Delhi,22683,2022-12-16,Winter,1602.0,18841.0,Sunny,1,19948.0
11130,Sports,Badminton,Chennai,21660,2023-03-26,Summer,1892.0,10328.0,Cloudy,2,10231.0
16795,Prerelease,WebSeries,Chennai,60443,2022-09-13,Rainy,1701.0,38060.0,Sunny,1,35188.0
33664,Traditional Events,Dussehra,Delhi,26377,2024-12-11,Summer,3779.0,10885.0,Sunny,1,7541.0
21064,Prerelease,Movie,Mumbai,31687,2023-09-10,Rainy,1936.0,18441.0,Cloudy,3,16308.0
2331,Sports,Tennis,Delhi,26875,2022-07-14,Summer,1690.0,11251.0,Cloudy,2,8883.0
6329,Sports,Classical,Hyderabad,26037,2023-02-12,Winter,2442.0,19337.0,Cloudy,2,17475.0
48538,Fashion Show,Men,Chennai,31598,2023-11-07,Rainy,1726.0,25150.0,Sunny,2,
36841,Traditional Events,Vinayaka Chavithi,Bengaluru,46651,2022-06-30,Winter,2480.0,27335.0,Rainy,0,24177.0
2073,Sports,Cricket,,47487,2022-02-21,Winter,,15067.0,Sunny,0,12924.0
35884,Traditional Events,Vinayaka Chavithi,Bengaluru,31604,2022-10-19,Autumn,1988.0,19566.0,Sunny,1,17674.0
19960,Prerelease,Movie,Bengaluru,33313,2022-07-17,Summer,1753.0,18555.0,Sunny,3,14800.0
38708,Traditional Events,Dussehra,Mumbai,49255,2024-10-13,Autumn,2447.0,23647.0,Sunny,3,17900.0
23634,Political,Debate,Chennai,40946,2022-10-17,Winter,1597.0,14518.0,Rainy,3,13770.0
3220,Sports,Football,Chennai,52039,2022-07-21,Winter,2243.0,17785.0,Cloudy,0,13072.0
28911,Political,Debate,Hyderabad,29113,2024-12-15,Winter,2075.0,14758.0,Rainy,5,13675.0
23848,Political,Rally,Hyderabad,38641,2024-08-09,Autumn,1604.0,21441.0,Sunny,0,18880.0
45262,Fashion Show,Women,Mumbai,22392,2024-02-23,Rainy,1780.0,20346.0,Windy,1,19704.0
24889,Political,Rally,Chennai,35873,2023-04-11,Rainy,2204.0,20762.0,Cloudy,2,17277.0
4041,Sports,Tennis,Hyderabad,23075,2022-09-12,Winter,3972.0,12553.0,Sunny,4,
27397,Political,Debate,Bengaluru,40165,2023-12-11,Rainy,1515.0,25002.0,Sunny,0,19900.0
26245,Political,Debate,Mumbai,35062,2023-06-10,Rainy,1542.0,20376.0,Sunny,3,17883.0
10411,Sports,Football,Hyderabad,28704,2024-12-20,Winter,2280.0,12157.0,Rainy,1,10780.0
41278,Concert,Rock,Hyderabad,31774,2022-12-07,Winter,2204.0,14083.0,Rainy,1,15769.0
26420,Political,Rally,Hyderabad,48708,2022-10-20,Winter,2728.0,35821.0,Windy,5,30757.0
445,Sports,Tennis,Delhi,33460,2023-11-04,Summer,1242.0,26274.0,Rainy,0,23740.0
32614,Traditional Events,Vinayaka Chavithi,Mumbai,33561,2022-04-02,Winter,2548.0,13860.0,Sunny,0,14411.0
11251,Sports,Badminton,Vijayawada,38432,2023-10-17,Winter,2098.0,13603.0,Sunny,4,13154.0
39233,Concert,Rock,Delhi,39761,2023-12-13,Rainy,2225.0,17624.0,Sunny,0,17427.0
40249,Concert,Classical,Delhi,53982,2022-04-01,Winter,3137.0,37210.0,Cloudy,0,38662.0
39373,Concert,Classical,Delhi,53191,2024-03-20,Autumn,1733.0,19783.0,Sunny,0,15307.0
13574,Prerelease,WebSeries,Hyderabad,46736,2024-03-01,Rainy,,24409.0,Rainy,0,20489.0
26816,Political,Debate,Mumbai,63297,2023-06-01,Winter,1775.0,27508.0,Cloudy,0,24396.0
48421,Fashion Show,Women,Vijayawada,17481,2024-04-25,Summer,3897.0,8978.0,Windy,3,7278.0
25218,Political,Rally,Chennai,26543,2022-02-27,Winter,2015.0,11029.0,Cloudy,0,10987.0
1337,Sports,Cricket,Bengaluru,45976,2024-01-28,Rainy,3308.0,40475.0,Sunny,1,41935.0
6565,Sports,Badminton,,14176,2022-06-22,Winter,2786.0,10461.0,Rainy,3,8405.0
4958,Sports,Football,Hyderabad,33191,2024-06-12,Winter,2822.0,,Sunny,3,26691.0
48694,Fashion Show,Classical,Vijayawada,19792,2023-04-18,Summer,2108.0,17986.0,Sunny,0,17286.0
3974,Sports,Cricket,Hyderabad,45689,2022-01-06,Summer,2594.0,41401.0,Sunny,2,43079.0
16110,Prerelease,Cricket,Mumbai,31707,2022-06-15,Winter,2954.0,17736.0,Stormy,1,15131.0
22324,Prerelease,Movie,,11173,2024-11-25,Winter,2448.0,9553.0,Windy,1,7632.0
5965,Sports,Basketball,Mumbai,24345,2023-11-25,Rainy,1112.0,10721.0,Cloudy,4,8786.0
31093,Political,Rally,Hyderabad,30957,2022-04-04,Summer,3786.0,11719.0,Sunny,1,10782.0
34345,Traditional Events,Vinayaka Chavithi,Bengaluru,9752,2023-07-01,Summer,3246.0,3985.0,Sunny,3,1995.0
18926,Prerelease,WebSeries,Mumbai,62616,2023-07-02,Summer,4003.0,21028.0,Stormy,2,16854.0
28613,Political,Rally,Vijayawada,47563,2023-02-21,Autumn,1171.0,41905.0,Cloudy,0,47278.0
21223,Prerelease,WebSeries,Mumbai,36701,2023-11-17,Summer,4313.0,11952.0,Sunny,3,10819.0
6992,Sports,Basketball,Bengaluru,26016,2022-07-12,Rainy,782.0,17312.0,Sunny,3,18088.0
29939,Political,Rally,Mumbai,65922,2022-03-01,Rainy,3443.0,61484.0,Windy,3,48745.0
